UPDATE_TYPE,INITIAL_POSTING_DATE,PACKAGE_NDC,GENERIC_NAME,CONTACT_INFO,AVAILABILITY,RELATED_INFO,UPDATE_DATE,THERAPEUTIC_CATEGORY,DOSAGE_FORM,PRESENTATION,COMPANY_NAME,SHORTAGE_REASON,STATUS,OPENFDA_APPLICATION_NUMBER,OPENFDA_BRAND_NAME,OPENFDA_GENERIC_NAME,OPENFDA_MANUFACTURER_NAME,OPENFDA_PRODUCT_NDC,OPENFDA_PRODUCT_TYPE,OPENFDA_ROUTE,OPENFDA_SUBSTANCE_NAME,OPENFDA_RXCUI,OPENFDA_SPL_ID,OPENFDA_SPL_SET_ID,OPENFDA_PACKAGE_NDC,OPENFDA_UNII,OPENFDA_NUI,OPENFDA_PHARM_CLASS_EPC,OPENFDA_PHARM_CLASS_PE,DISCONTINUED_DATE,RELATED_INFO_LINK,OPENFDA_PHARM_CLASS_CS,CHANGE_DATE,OPENFDA_PHARM_CLASS_MOA,RESOLVED_NOTE
Reverified,10/25/2017,0264-9594-20,Lidocaine Hydrochloride Injection,800-227-2862,Available,,11/04/2025,['Cardiovascular'],Injection,"Lidocaine Hydrochloride And Dextrose, Injection, 5 g/100 mL; .4 g/100 mL (NDC 0264-9594-20)",B. Braun Medical Inc.,,Current,['NDA019830'],['LIDOCAINE HYDROCHLORIDE AND DEXTROSE'],['LIDOCAINE HYDROCHLORIDE ANHYDROUS AND DEXTROSE MONOHYDRATE'],['B. Braun Medical Inc.'],"['0264-9594', '0264-9598']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],"['DEXTROSE MONOHYDRATE', 'LIDOCAINE HYDROCHLORIDE ANHYDROUS']","['1737723', '1737742', '1737744']",['26f23356-9e1f-4c5f-9959-06d53037a715'],['7dff29d9-522d-40eb-a9d9-42377912d640'],"['0264-9598-20', '0264-9594-20', '0264-9594-10']","['EC2CNF7XFP', 'LX22YL083G']",,,,,,,,,
Reverified,03/01/2022,63323-824-75,Dextrose Monohydrate 10% Injection,888-386-1300,Unavailable,Backordered. Next release November 2025. Check wholesalers for inventory.,11/05/2025,"['Endocrinology/Metabolism', 'Gastroenterology', 'Other', 'Pediatric']",Injection,"Dextrose 10% In Plastic Container, Injection, 100 mg/1 mL (NDC 63323-824-75)","Fresenius Kabi USA, LLC",Demand increase for the drug,Current,['ANDA209448'],['DEXTROSE'],['DEXTROSE MONOHYDRATE'],"['Fresenius Kabi USA, LLC']",['63323-824'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DEXTROSE MONOHYDRATE'],"['1795477', '1795480', '1795481']",['d4eda8d8-e374-469e-8ac0-9c9fb7a58aaf'],['3b8f2692-4371-4f1a-95af-b41842131fdd'],"['63323-824-24', '63323-824-74', '63323-824-25', '63323-824-75', '63323-824-26', '63323-824-76']",['LX22YL083G'],,,,,,,,,
Revised,05/14/2024,0555-0171-78,Mefloquine Hydrochloride Tablet,800-545-8800,,,08/21/2025,['Anti-Infective'],Tablet,"Mefloquine Hydrochloride, Tablet, 250 mg (NDC 0555-0171-78)","Teva Pharmaceuticals USA, Inc.",,Resolved,['ANDA076392'],['MEFLOQUINE HYDROCHLORIDE'],['MEFLOQUINE HYDROCHLORIDE'],"['Teva Pharmaceuticals USA, Inc.']",['0555-0171'],['HUMAN PRESCRIPTION DRUG'],['ORAL'],['MEFLOQUINE HYDROCHLORIDE'],['835913'],['33a105c5-0e51-4759-857b-6ca8dfae1d13'],['09716a24-d7da-42b2-af29-c03a1b6670bd'],"['0555-0171-88', '0555-0171-78']",['5Y9L3636O3'],,,,,,,08/21/2025,,Available
New,04/14/2025,61314-476-64,Adalimumab-adaz Injection,800-525-8747,,,04/14/2025,['Rheumatology'],Injection,"Hyrimoz, Injection, 20 mg/.2 mL (NDC 61314-476-64)",Sandoz Inc.,,To Be Discontinued,['BLA761071'],['HYRIMOZ'],['ADALIMUMAB-ADAZ'],['Sandoz Inc'],"['61314-476', '61314-454', '61314-473', '61314-509', '61314-517', '61314-531']",['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['ADALIMUMAB'],"['2641644', '2641650', '2641653', '2641654', '2641655', '2641658', '2641660', '2641661', '2641662', '2641663', '2641664', '2641665', '2641666', '2641667', '2641668', '2641669', '2641670', '2641671', '2641672', '2641673']",['0d5a902f-4ca8-46d2-a790-b167842f62e4'],['1ac7d061-3380-468c-b077-c05f8dfbc829'],"['61314-454-20', '61314-454-36', '61314-454-68', '61314-473-64', '61314-473-20', '61314-473-92', '61314-476-64', '61314-509-64', '61314-517-36', '61314-531-64']",['FYS6T7F842'],"['N0000175610', 'N0000175451', 'M0001357']",['Tumor Necrosis Factor Blocker [EPC]'],,04/14/2025,,"['Antibodies, Monoclonal [CS]']",,['Tumor Necrosis Factor Receptor Blocking Activity [MoA]'],
Reverified,03/10/2023,61269-605-10,Clonazepam Tablet,orders@h2-pharma.com,Available,Marketed by H2-Pharma,11/05/2025,"['Neurology', 'Pediatric', 'Psychiatry']",Tablet,"Klonopin, Tablet, .5 mg (NDC 61269-605-10)",Cheplapharm Arzneimittel GmbH,,Current,['NDA017533'],['KLONOPIN'],['CLONAZEPAM'],"['H2-Pharma, LLC']","['61269-605', '61269-610', '61269-620']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CLONAZEPAM'],"['197527', '197528', '197529', '206157', '206159', '206160']",['c8a147a4-9ebc-4c69-a5b6-bf7547dc6334'],['cfa0d79a-843c-4b88-95a1-e9511d649ca1'],"['61269-605-10', '61269-610-10', '61269-620-10']",['5PE9FDE8GB'],"['N0000175694', 'M0002356']",['Benzodiazepine [EPC]'],,,,['Benzodiazepines [CS]'],,,
Reverified,04/28/2023,54288-167-01,Carboplatin Injection,"Distributed by BPI Labs, LLC; Customer service number: (727) 471-0850 Ext 270",Limited Availability,"Estimated recovery: Q4 2025; Distributed by BPI Labs, LLC",09/29/2025,['Oncology'],Injection,"Carboplatin, Injection, 600 mg/65 mL (NDC 54288-167-01)",Gland Pharma Limited,Demand increase for the drug,Current,['ANDA207324'],['CARBOPLATIN'],['CARBOPLATIN'],['BPI Labs LLC'],"['54288-167', '54288-165', '54288-166', '54288-164']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['CARBOPLATIN'],['597195'],['5eb7631e-0b41-4aba-ba7a-f544ac9627fd'],['5484d2f0-0cc2-4bba-8f26-c7f6539a9606'],"['54288-165-01', '54288-166-01', '54288-167-01', '54288-164-01']",['BG3F62OND5'],"['N0000175413', 'N0000175073']",['Platinum-based Drug [EPC]'],,,,,,,
Reverified,03/23/2018,63323-288-20,Ropivacaine Hydrochloride Injection,888-386-1300,Unavailable,Next release not available at this time.,11/05/2025,['Anesthesia'],Injection,"Naropin, Injection, 10 mg/1 mL (NDC 63323-288-20)","Fresenius Kabi USA, LLC",Delay in shipping of the drug,Current,['NDA020533'],['NAROPIN'],['ROPIVACAINE HYDROCHLORIDE'],"['Fresenius Kabi USA, LLC']","['63323-288', '63323-286', '63323-287', '63323-285']",['HUMAN PRESCRIPTION DRUG'],['EPIDURAL'],['ROPIVACAINE HYDROCHLORIDE'],"['905189', '905191', '1734084', '1734086', '1734090', '1734091', '1734203', '1734204', '1734207', '1734208', '1734347', '1734348', '1734355', '1734356', '1734475', '1734476', '1734479', '1734480', '1734481', '1734482', '1734483', '1734484']","['cdcd6c58-85cf-4d7e-9d97-b7c282a4f6b9', '73218c89-8925-468c-84bf-9960b4b3dc3c', '75465ceb-e894-487d-aa80-671fa0841fce']","['23d2d448-a744-4877-9f2d-7e57c198da89', 'c6613708-c1f7-4f5c-91a3-ebbc1d7905c6', '56dfabf7-f7a8-4601-b17a-cb16fb995b0f']","['63323-286-01', '63323-286-20', '63323-286-05', '63323-286-23', '63323-286-09', '63323-286-31', '63323-286-11', '63323-286-35', '63323-286-03', '63323-286-00', '63323-286-33', '63323-286-63', '63323-286-30', '63323-287-01', '63323-287-20', '63323-287-03', '63323-287-21', '63323-288-01', '63323-288-10', '63323-288-06', '63323-288-20', '63323-288-03', '63323-288-11', '63323-288-07', '63323-288-21', '63323-285-01', '63323-285-10', '63323-285-06', '63323-285-20', '63323-285-03', '63323-285-13', '63323-285-07', '63323-285-23', '63323-285-57', '63323-285-64', '63323-285-51', '63323-285-65', '63323-285-02', '63323-285-61', '63323-285-04', '63323-285-63', '63323-285-55', '63323-285-67', '63323-288-23', '63323-288-29', '63323-286-93', '63323-286-95', '63323-288-25', '63323-288-27']",['V910P86109'],,,,,,,,,
Reverified,07/14/2023,0527-4665-37,Lisdexamfetamine Dimesylate Capsule,844-834-0530,Available,,11/03/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 50 mg (NDC 0527-4665-37)","Lannett Company, Inc.",,Current,['ANDA215802'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Lannett Company, Inc.']","['0527-4665', '0527-4661', '0527-4662', '0527-4663', '0527-4664', '0527-4666', '0527-4667']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['7ac942a6-689a-420b-87bf-dc59003400dc'],['2cedb4c2-1e40-4bc4-b9f4-127150c4afbd'],"['0527-4661-37', '0527-4662-37', '0527-4663-37', '0527-4664-37', '0527-4665-37', '0527-4666-37', '0527-4667-37']",['SJT761GEGS'],,,,,,,,,
New,07/29/2025,61570-075-50,Esterified Estrogens Tablet,800-533-4535,,Discontinuation of the manufacture of the drug,07/29/2025,['Endocrinology/Metabolism'],Tablet,"Menest, Tablet, 2.5 mg (NDC 61570-075-50)",Pfizer Inc.,,To Be Discontinued,['ANDA084949'],['MENEST'],['ESTERIFIED ESTROGENS'],['Pfizer Laboratories Div Pfizer Inc'],"['61570-075', '61570-072', '61570-073', '61570-074']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],"['ESTROGENS, ESTERIFIED']","['197666', '197667', '197668', '197669', '212039', '212232', '212373', '212464']",['78aaf71c-8f0d-47c4-9fcf-f5e7e9b84bfb'],['e0141598-0bb2-4cf0-c9b8-6867b34bbb17'],"['61570-072-01', '61570-073-01', '61570-074-01', '61570-075-50']",['3ASP8Q3768'],,,,07/29/2025,,,,,
Reverified,07/14/2023,64850-553-01,Lisdexamfetamine Dimesylate Capsule,888-852-6657,Limited Availability,Limited Availability,11/04/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 40 mg (NDC 64850-553-01)","Elite Laboratories, Inc.",Shortage of an active ingredient,Current,['ANDA218604'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Elite Laboratories, Inc.']","['64850-553', '64850-550', '64850-551', '64850-552', '64850-554', '64850-555', '64850-556']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['e414bb2e-d404-44ea-931c-5998b0a4c87e'],['0e024b69-567c-4b40-9c3e-a2daec34256c'],"['64850-550-01', '64850-551-01', '64850-552-01', '64850-553-01', '64850-554-01', '64850-555-01', '64850-556-01']",['SJT761GEGS'],,,,,,,,,
New,11/07/2025,0409-4933-01,Epinephrine Injection,844-646-4398,,Discontinuation of the manufacture of the drug,11/07/2025,"['Cardiovascular', 'Endocrinology/Metabolism']",Injection,"Epinephrine, Injection, .1 mg/1 mL (NDC 0409-4933-01)","Hospira, Inc., a Pfizer Company",,To Be Discontinued,['NDA209359'],['EPINEPHRINE'],['EPINEPHRINE'],"['Hospira, Inc.']",['0409-4933'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['EPINEPHRINE'],['727373'],['89ecdc19-31ff-40e9-93aa-a916bef2b462'],['ef18a92f-ba83-4bb0-808b-d09d736f6a81'],"['0409-4933-11', '0409-4933-01', '0409-4933-05', '0409-4933-10']",['YKH834O4BH'],"['N0000000209', 'N0000000245', 'N0000175552', 'N0000175555', 'N0000175570', 'M0003647']","['alpha-Adrenergic Agonist [EPC]', 'beta-Adrenergic Agonist [EPC]', 'Catecholamine [EPC]']",,11/07/2025,,['Catecholamines [CS]'],,"['Adrenergic alpha-Agonists [MoA]', 'Adrenergic beta-Agonists [MoA]']",
Reverified,02/20/2018,71288-725-32,Bupivacaine Hydrochloride Injection,844-824-8426,Available,Meitheal Pharmaceuticals is distributor/labeler; product is available,08/19/2025,['Anesthesia'],Injection,"Bupivacaine Hydrochloride, Injection, 5 mg/1 mL (NDC 71288-725-32)",Kindos Pharmaceuticals Co. Ltd.,,Current,['ANDA216040'],['BUPIVACAINE HYDROCHLORIDE'],['BUPIVACAINE HYDROCHLORIDE'],['Meitheal Pharmaceuticals Inc'],"['71288-725', '71288-721', '71288-722', '71288-724', '71288-727', '71288-728']",['HUMAN PRESCRIPTION DRUG'],"['EPIDURAL', 'INTRACAUDAL', 'PERINEURAL']",['BUPIVACAINE HYDROCHLORIDE'],"['1724786', '1724787', '1724880', '1724884', '1725078', '1725082']",['b085b86e-d32f-494e-8a4a-3080ff240109'],['daec9ee4-b666-485e-a153-4b5e5acc48a1'],"['71288-721-11', '71288-722-32', '71288-724-11', '71288-725-32', '71288-727-11', '71288-728-32']",['7TQO7W3VT8'],,,,,,,,,
New,06/09/2025,66215-101-03,Bosentan Tablet,800-526-7736,,,06/09/2025,['Cardiovascular'],Tablet,"Tracleer, Tablet, 62.5 mg (NDC 66215-101-03)",Actelion Pharmaceuticals,,To Be Discontinued,['NDA021290'],['TRACLEER'],['BOSENTAN'],"['Actelion Pharmaceuticals US, Inc.']","['66215-101', '66215-102', '66215-103', '66215-232']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['BOSENTAN'],"['349253', '352066', '656659', '656660', '1989081', '1989085']",['3bb9bd6a-b0d2-0723-e063-6394a90afc46'],['749e42fb-2fe0-45dd-9268-b43bb3f4081c'],"['66215-101-06', '66215-101-03', '66215-102-06', '66215-102-03', '66215-103-14', '66215-103-56', '66215-232-14', '66215-232-56']",['Q326023R30'],,,,06/09/2025,,,,,
Reverified,01/01/2012,63323-580-20,Atropine Sulfate Injection,888-386-1300,Available,Check wholesalers for inventory,11/05/2025,"['Anesthesia', 'Neurology', 'Pediatric']",Injection,"Atropine Sulfate, Injection, .4 mg/1 mL (NDC 63323-580-20)","Fresenius Kabi USA, LLC",,Current,['NDA209260'],['ATROPINE SULFATE'],['ATROPINE SULFATE'],"['Fresenius Kabi USA, LLC']",['63323-580'],['HUMAN PRESCRIPTION DRUG'],"['ENDOTRACHEAL', 'INTRAMEDULLARY', 'INTRAMUSCULAR', 'INTRAVENOUS', 'SUBCUTANEOUS']",['ATROPINE SULFATE'],['1190776'],['8039a2a4-4c0a-4062-9ca5-78137ba74082'],['310c8a74-ea24-4357-8099-81e394b1634e'],['63323-580-20'],['03J5ZE7KA5'],,,,,,,,,
Revised,07/18/2023,0143-9144-03,Liraglutide Injection,800-631-2174,Available,Product will be made available as it is released.,10/24/2025,['Endocrinology/Metabolism'],Injection,"Liraglutide, Injection, 6 mg/1 mL (NDC 0143-9144-03)","Hikma Pharmaceuticals USA, Inc.",,Current,['ANDA215503'],['LIRAGLUTIDE'],['LIRAGLUTIDE'],['Hikma Pharmaceuticals USA Inc.'],['0143-9144'],['HUMAN PRESCRIPTION DRUG'],['SUBCUTANEOUS'],['LIRAGLUTIDE'],['897122'],['f242c0f8-6d4f-4a78-a1fd-433a0672dbd3'],['2100ec49-57b2-4330-ab5f-057ce9b7e4d0'],"['0143-9144-03', '0143-9144-02']",['839I73S42A'],"['N0000178480', 'M0160181', 'N0000020058']",['GLP-1 Receptor Agonist [EPC]'],,,,['Glucagon-Like Peptide 1 [CS]'],,['Glucagon-like Peptide-1 (GLP-1) Agonists [MoA]'],
Revised,11/06/2017,0409-2344-88,Dobutamine Hydrochloride Injection,844-646-4398,Unavailable,Next Delivery and Estimated Recovery: December 2027,10/23/2025,"['Cardiovascular', 'Pediatric', 'Renal']",Injection,"Dobutamine Hydrochloride, Injection, 250 mg/20mL (12.5 mg/1 mL) (NDC 0409-2344-88)","Hospira, Inc., a Pfizer Company",Other,Current,['ANDA074086'],['DOBUTAMINE'],['DOBUTAMINE'],"['Hospira, Inc.']",['0409-2344'],['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['DOBUTAMINE HYDROCHLORIDE'],['1812168'],"['e71e9520-871b-479d-9652-1857fceca863', '5d6b1dfe-d679-4aea-97a6-3d074a202afe']","['dc537761-d5f4-488d-24ab-b2bcd2b17b7a', '89becb0c-da60-4f43-0a98-29ff7a9eca58']","['0409-2344-01', '0409-2344-62', '0409-2344-02', '0409-2344-68', '0409-2344-88']",['0WR771DJXV'],,,,,,,,,
Reverified,07/14/2023,59417-117-01,"Lisdexamfetamine Dimesylate Tablet, Chewable",877-TAKEDA-7 (1-877-825-3327),Available,,08/15/2025,['Psychiatry'],"Tablet, Chewable","Vyvanse, Tablet, Chewable, 30 mg (NDC 59417-117-01)",Takeda Pharmaceuticals USA Inc.,,Current,['NDA208510'],['VYVANSE'],['LISDEXAMFETAMINE DIMESYLATE'],"['Takeda Pharmaceuticals America, Inc.']","['59417-117', '59417-101', '59417-102', '59417-103', '59417-104', '59417-105', '59417-106', '59417-107', '59417-115', '59417-116', '59417-118', '59417-119', '59417-120']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],,['78225b65-2133-4c6c-bfde-0f2b26e5b19f'],['704e4378-ca83-445c-8b45-3cfa51c1ecad'],"['59417-101-10', '59417-102-10', '59417-103-10', '59417-104-10', '59417-105-10', '59417-106-10', '59417-107-10', '59417-115-01', '59417-116-01', '59417-117-01', '59417-118-01', '59417-119-01', '59417-120-01']",['SJT761GEGS'],,,,,,,,,
Reverified,08/03/2022,62135-736-30,Flurazepam Hydrochloride Capsule,845-268-5000 Ext. 510,Available,,08/19/2025,"['Neurology', 'Other']",Capsule,"Flurazepam Hydrochloride, Capsule, 15 mg (NDC 62135-736-30)",Chartwell Molecular Holdings LLC,,Current,['ANDA072368'],['FLURAZEPAM HYDROCHLORIDE'],['FLURAZEPAM HYDROCHLORIDE'],"['Chartwell RX, LLC']","['62135-736', '62135-737']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['FLURAZEPAM HYDROCHLORIDE'],"['1298088', '1298091']",['25893c92-c8f1-567a-e063-6294a90a00d4'],['8f476891-1346-4e8c-ac1b-f8cbdc64f5a1'],"['62135-736-30', '62135-736-90', '62135-737-30', '62135-737-90']",['756RDM536M'],,,,,,,,,
New,12/05/2024,63304-692-77,Clindamycin Hydrochloride Capsule,800-818-4555,,Discontinuing for business reasons,12/05/2024,['Anti-Infective'],Capsule,"Clindamycin Hydrochloride, Capsule, 150 mg (NDC 63304-692-77)",Sun Pharmaceutical Industries Limited,,To Be Discontinued,['ANDA065061'],['CLINDAMYCIN HYDROCHLORIDE'],['CLINDAMYCIN HYDROCHLORIDE'],"['Sun Pharmaceutical Industries, Inc.']","['63304-692', '63304-693']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['CLINDAMYCIN HYDROCHLORIDE'],"['197518', '284215']",['339366d4-2060-1c29-e063-6394a90a1cb7'],['1dbd8448-c1e5-46df-8060-50ef82380445'],"['63304-692-01', '63304-692-05', '63304-692-77', '63304-692-03', '63304-693-16', '63304-693-01', '63304-693-03', '63304-693-05', '63304-693-77', '63304-693-11', '63304-693-62']",['T20OQ1YN1W'],,,,12/05/2024,,,,,
New,05/02/2025,0832-0541-11,Bumetanide Tablet,800-654-2299,,,05/02/2025,['Cardiovascular'],Tablet,"Bumetanide, Tablet, 1 mg (NDC 0832-0541-11)","Upsher-Smith Laboratories, LLC",,To Be Discontinued,['ANDA209916'],['BUMETANIDE'],['BUMETANIDE'],"['Upsher-Smith Laboratories, LLC']","['0832-0541', '0832-0540', '0832-0542']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['BUMETANIDE'],"['197417', '197418', '197419']",['d53166d9-64ca-4b76-81a7-b70a60c53b12'],['ff5dc8c6-b2f2-41d3-8e56-a953aa721b59'],"['0832-0540-11', '0832-0541-11', '0832-0541-10', '0832-0542-11', '0832-0542-10']",['0Y2S3XUQ5H'],"['N0000175366', 'N0000175590']",['Loop Diuretic [EPC]'],['Increased Diuresis at Loop of Henle [PE]'],05/02/2025,,,,,
Reverified,12/22/2021,42806-799-60,Rifampin Capsule,(718) 276-8600 ext. 3,Available,,10/15/2025,['Anti-Infective'],Capsule,"Rifampin, Capsule, 300 mg (NDC 42806-799-60)","Epic Pharma, LLC",,Current,['ANDA064150'],['RIFAMPIN'],['RIFAMPIN'],"['EPIC PHARMA, LLC']","['42806-799', '42806-801']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['RIFAMPIN'],"['198201', '198202']",['a4ac02e8-68ac-4e79-8ca5-0939dd002c87'],['0391f1e1-70d4-4b15-8b58-055bb6a385b8'],"['42806-801-30', '42806-801-01', '42806-799-30', '42806-799-60', '42806-799-01', '42806-799-05']",['VJT6J7R4TR'],"['N0000175500', 'M0019113']",['Rifamycin Antibacterial [EPC]'],,,,['Rifamycins [CS]'],,,
Reverified,01/11/2024,42858-167-01,Lisdexamfetamine Dimesylate Capsule,888-827-0616,Available,,08/05/2025,['Psychiatry'],Capsule,"Lisdexamfetamine Dimesylate, Capsule, 70 mg (NDC 42858-167-01)",Rhodes Pharmaceuticals L.P.,,Current,['ANDA215330'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],['Rhodes Pharmaceuticals'],"['42858-167', '42858-161', '42858-162', '42858-163', '42858-164', '42858-165', '42858-166']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['854830', '854834', '854838', '854842', '854846', '854850', '1593856']",['047c243d-9336-4ef2-b5a8-a7cae312b1be'],['d918b40d-a461-41bc-b6c0-83dc76c28e32'],"['42858-161-01', '42858-162-01', '42858-163-01', '42858-164-01', '42858-165-01', '42858-166-01', '42858-167-01']",['SJT761GEGS'],,,,,,,,,
New,01/28/2025,71093-127-01,Donepezil Hydrochloride Tablet,877-244-9825,,Current product distributor: ACI Healthcare USA Inc. Supply expected to exhaust in September 2026; Discontinuation of manufacture of drug,01/28/2025,['Neurology'],Tablet,"Donepezil Hydrochloride, Tablet, 5 mg (NDC 71093-127-01)",Strides Pharma Inc.,,To Be Discontinued,['ANDA078662'],['DONEPEZIL HYDROCHLORIDE'],['DONEPEZIL HYDROCHLORIDE'],"['ACI Healthcare USA, Inc.']","['71093-127', '71093-128']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['DONEPEZIL HYDROCHLORIDE'],"['997223', '997229']",['a4736add-da84-411f-8e6f-9de67bf467f8'],['297e86e8-d248-4cc9-9d9c-2ef9efb4414d'],"['71093-127-01', '71093-127-03', '71093-127-05', '71093-127-06', '71093-128-01', '71093-128-03', '71093-128-05', '71093-128-06']",['3O2T2PJ89D'],,,,01/28/2025,,,,,
Revised,07/14/2023,72205-136-91,"Lisdexamfetamine Dimesylate Tablet, Chewable",(855) 668-2369; customerservice@novadozpharma.com,Available,,09/15/2025,['Psychiatry'],"Tablet, Chewable","Lisdexamfetamine Dimesylate, Tablet, Chewable, 50 mg (NDC 72205-136-91)",Novadoz Pharmaceuticals LLC,Shortage of an active ingredient,Current,['ANDA218306'],['LISDEXAMFETAMINE DIMESYLATE'],['LISDEXAMFETAMINE DIMESYLATE'],['Novadoz Pharmaceuticals LLC'],"['72205-136', '72205-132', '72205-133', '72205-134', '72205-135', '72205-137']",['HUMAN PRESCRIPTION DRUG'],['ORAL'],['LISDEXAMFETAMINE DIMESYLATE'],"['1871456', '1871460', '1871462', '1871464', '1871466', '1871468']",['a79cb70c-0bfa-4d68-9a21-a5ef4bc3c811'],['a79cb70c-0bfa-4d68-9a21-a5ef4bc3c811'],"['72205-132-91', '72205-133-91', '72205-134-91', '72205-135-91', '72205-136-91', '72205-137-91']",['SJT761GEGS'],,,,,,,,,
New,09/11/2025,0409-0182-25,Gemcitabine Hydrochloride Injection,844-646-4398,,Discontinuation of the manufacture of the drug,09/11/2025,['Oncology'],Injection,"Gemcitabine Hydrochloride, Injection, 2 g/52.6 mL (38 mg/mL), sterile solution in a single-dose glass vial NovaPlus (NDC 0409-0182-25)","Hospira, Inc., a Pfizer Company",,To Be Discontinued,['NDA200795'],['GEMCITABINE'],['GEMCITABINE'],"['Hospira, Inc.']","['0409-0182', '0409-0181', '0409-0183']",['HUMAN PRESCRIPTION DRUG'],['INTRAVENOUS'],['GEMCITABINE HYDROCHLORIDE'],"['1720960', '1720975', '1720977']","['cc0f68d1-df16-441c-b4d7-da06b4baf1e5', '15f70b30-31dc-4c45-902b-69cad93f7308']","['dc02a23b-3ff9-4441-aa91-8e9e629a7315', 'e18ed1cb-7dd0-4001-bfda-17d1f4587fb8']","['0409-0181-01', '0409-0183-01', '0409-0182-01', '0409-0181-25', '0409-0182-25', '0409-0183-25']",['U347PV74IL'],,,,09/11/2025,,,,,
Revised,03/21/2023,0009-0902-18,Clindamycin Phosphate Injection,800-533-4535,Unavailable,Next Delivery: November 2025; Estimated Recovery: December 2025,10/23/2025,['Anti-Infective'],Injection,"Cleocin Phosphate, Injection, Cleocin Phosphate 900 mg/6 mL (150 mg/mL) (NDC 0009-0902-18)",Pfizer Inc.,Other,Current,['NDA050441'],['CLEOCIN PHOSPHATE'],['CLINDAMYCIN PHOSPHATE'],['Pharmacia & Upjohn Company LLC'],"['0009-0902', '0009-0870', '0009-0775', '0009-0728', '0009-3124', '0009-3447', '0009-3381', '0009-3375', '0009-3382', '0009-6582']",['HUMAN PRESCRIPTION DRUG'],"['INTRAMUSCULAR', 'INTRAVENOUS']",['CLINDAMYCIN PHOSPHATE'],"['205964', '309335', '309336', '309339', '685574', '685576', '685578', '706461', '1737244', '1737245', '1737578', '1737579', '1737581', '1737582']",['cb513686-3220-4de2-8be6-f941273ae842'],['05a75685-0af5-407c-ac57-e380c882b49d'],"['0009-0870-21', '0009-0870-26', '0009-0775-20', '0009-0775-26', '0009-0902-11', '0009-0902-18', '0009-0728-05', '0009-0728-09', '0009-3124-01', '0009-3124-03', '0009-3447-01', '0009-3447-03', '0009-3381-01', '0009-3381-02', '0009-3375-01', '0009-3375-02', '0009-3382-01', '0009-3382-02', '0009-6582-02', '0009-6582-01']",['EH6D7113I8'],,,,,,,,,
